7.270680	7.235301
8.847900	8.437779
9.046309	9.616489
9.651552	8.644637
8.550411	8.884091
10.193530	9.055043
9.730466	10.652974
8.879101	8.620218
9.330720	8.018334
8.388664	9.698998
6.738454	5.926757
7.304352	5.397774
9.675850	9.263234
8.394602	7.800144
10.430076	9.832942
7.924477	8.376832
8.258035	9.010820
8.230139	8.458038
8.606874	9.170486
8.991134	9.963163
9.146976	10.467495
9.353322	8.144818
7.862821	6.274196
8.008829	8.128556
10.309563	9.629293
8.728343	10.581910
11.462691	10.599247
9.313403	10.958128
8.301058	8.514843
7.980386	6.692433
9.324148	9.598575
9.604277	10.823785
6.744386	6.871173
8.931804	9.609825
8.552542	9.914123
9.104702	8.622758
7.577451	7.374797
8.057254	8.046598
9.916216	9.064732
8.979914	8.839171
8.744867	9.490164
7.737106	8.879423
8.166611	8.425809
8.853211	7.738448
8.817143	9.165876
9.739406	9.389155
9.167676	10.045519
6.327441	5.880410
8.228742	9.324941
8.395753	10.146841
9.326682	7.842874
9.527290	9.920870
10.205178	10.265444
10.803043	12.745933
9.187443	9.273899
9.657195	9.850216
8.708768	7.560322
8.715192	9.009514
8.961140	7.225256
10.384457	9.802686
9.300988	8.976318
8.865139	7.817659
8.989374	7.834220
7.415372	8.228931
8.572261	8.141243
8.298753	7.553841
8.964569	9.250663
9.971249	8.872691
9.507814	10.268569
7.973322	8.104217
8.450594	9.624551
10.736166	10.017245
9.018091	8.980618
9.372292	9.632717
9.131186	8.565498
8.202638	9.133161
7.533435	7.967585
9.771830	9.466062
9.023552	7.721848
9.153617	8.907852
8.447091	10.128273
9.587664	9.138116
9.312677	10.235925
8.858053	9.372303
9.095075	8.718782
10.699950	11.173650
9.709240	10.256055
9.787105	10.940826
9.006508	8.582408
8.588451	8.789159
9.176932	8.379397
9.058116	10.229554
9.676803	11.071950
10.176153	9.767376
8.514951	10.919272
10.000987	9.793157
6.845371	6.182768
7.638667	8.279772
9.640122	9.354221
8.583953	7.236540
8.243307	8.188382
9.276940	9.800054
9.840921	9.732474
10.188196	8.906302
9.149827	8.826235
8.526318	7.688640
8.338988	8.076689
7.592391	7.996869
9.121164	9.232271
10.041158	9.628492
10.198908	8.536232
7.860841	9.065975
9.174303	10.884529
9.056311	8.634619
10.112938	11.288809
8.597183	8.618684
7.834210	7.233052
8.411988	5.832116
9.700729	10.228708
9.891543	10.508480
7.863837	6.631357
9.406628	10.351873
8.915886	9.285414
8.630778	8.735175
8.288434	9.482953
8.985342	8.024624
10.547944	10.988821
9.248671	9.906011
8.980778	10.039531
9.065778	9.298290
8.768699	7.636108
10.396693	11.935710
9.090147	8.677286
9.258305	9.424442
8.151875	7.098480
10.599556	12.088313
9.387341	8.895804
10.811988	11.322290
7.989557	6.305951
9.428285	9.254369
9.245811	8.908668
10.860240	12.022367
6.857161	8.445483
7.395495	6.607809
10.713990	10.316873
9.519520	11.285870
9.798526	10.909119
10.151883	9.958328
8.214772	8.494384
9.497596	8.760515
7.821602	7.712891
7.669366	8.554960
11.305366	11.406241
8.811385	8.674406
7.640696	7.624458
6.994290	7.551996
9.568178	8.721895
9.953460	8.829079
10.618831	9.579023
8.355311	7.553008
10.410390	11.956955
8.393853	6.894462
9.597282	10.487099
7.538086	7.807530
9.095845	7.055076
9.423399	10.950350
8.405232	10.080292
9.364848	10.277129
9.962579	12.074849
9.053436	9.234771
8.292605	7.915667
9.915385	10.892985
9.688830	11.231837
11.139865	11.705734
9.453418	10.527275
8.558850	9.267355
8.463924	8.658742
9.516468	9.161443
11.778185	12.406083
8.637032	8.778862
7.814530	6.966418
9.111984	10.535899
9.340180	8.437217
10.484760	11.212923
8.550706	9.249686
10.013710	9.834784
10.896580	9.034597
7.003462	6.088999
9.841833	9.376927
8.906214	8.440905
8.721903	7.374657
10.178258	9.451333
8.637482	9.063372
9.201349	10.942178
9.165818	10.421139
9.387517	9.669759
9.540081	10.173374
9.401117	9.282009
9.072888	10.762152
7.871773	6.341817
9.340700	9.480222
7.080239	6.908002
7.634137	7.572288
11.204339	9.671414
7.052947	7.806157
8.230262	5.827667
6.914788	7.551958
8.158359	7.583505
7.739246	7.572919
9.691479	9.458550
8.766714	7.935221
8.603156	7.642769
8.158278	7.381903
9.347190	10.954579
9.981226	9.986494
9.547317	8.376835
10.294305	9.646449
9.217579	9.828370
8.959736	8.443315
10.128884	11.116174
7.615140	7.696635
8.260568	6.447532
8.628320	9.504878
7.501334	7.028414
8.690321	8.572567
8.469827	9.908629
11.064765	10.411284
9.388397	11.153423
8.757629	7.391834
9.763560	9.525226
9.543690	9.592861
7.047093	8.034717
9.645400	8.955617
7.947305	9.072375
9.966007	9.187351
8.447640	9.684261
8.794309	7.179378
8.160322	8.765152
7.777562	6.072633
7.840648	6.716522
10.224299	10.976960
8.723028	8.314378
9.289628	10.792550
9.378879	7.697541
8.526689	8.119401
8.609618	9.399614
8.525578	8.607360
10.463208	9.699356
8.343616	8.973506
9.322378	9.598061
7.870257	6.117826
9.990244	11.240820
8.661074	8.384947
10.623784	11.384375
