1.092260	-0.437743	2
16.934970	15.651885	0
8.015172	7.043233	1
1.065553	1.435921	2
0.835340	0.042548	2
9.224015	7.417336	1
8.192209	7.620691	1
0.560425	-0.106615	2
9.540535	7.967532	1
14.912493	16.157912	0
0.884907	3.022176	2
17.417251	18.599090	0
7.073099	8.435618	1
14.546801	14.972236	0
6.401594	5.168795	1
18.281474	16.451917	0
15.807424	16.970222	0
7.387504	7.393574	1
16.783190	17.988677	0
14.420531	13.590291	0
9.016636	8.595084	1
7.784602	7.675887	1
15.811659	16.663721	0
8.396422	8.618817	1
14.714439	13.908311	0
17.389463	18.228690	0
15.790647	16.982289	0
16.581747	16.282526	0
0.420807	2.584752	2
6.617593	7.601613	1
17.706994	17.871614	0
0.873548	-0.635243	2
7.504700	8.399568	1
16.107068	15.281605	0
17.071238	17.576195	0
0.267591	0.634641	2
8.828052	7.412774	1
17.967739	17.454022	0
16.177549	17.433811	0
-0.135952	-0.572291	2
14.808022	14.922352	0
8.773286	7.618388	1
14.913073	15.033720	0
8.789568	11.076383	1
0.739030	-0.176462	2
-0.144120	0.876605	2
5.900197	6.109814	1
15.874228	16.231640	0
9.014401	9.719257	1
7.967771	9.032624	1
0.279565	0.877098	2
8.374462	9.671571	1
-1.405040	0.927374	2
8.155219	7.647110	1
8.743523	7.513202	1
0.656589	4.226131	2
-1.728921	-1.714496	2
9.913263	8.945352	1
6.144667	6.538592	1
15.682311	14.763084	0
1.423650	0.735220	2
15.218886	15.596286	0
-1.151720	-1.925433	2
-0.550890	-2.973872	2
8.040509	9.741862	1
-0.529590	-1.075055	2
7.126908	6.991594	1
0.449182	1.815982	2
15.175215	16.007324	0
6.789648	6.892057	1
-1.789413	-2.675612	2
7.899924	9.662057	1
0.528853	1.500573	2
8.106874	7.274284	1
8.523184	8.846244	1
-0.017538	0.609483	2
0.685020	1.655538	2
0.606479	0.190030	2
-1.456518	-1.941785	2
15.905832	16.474963	0
-0.551207	-0.434066	2
16.422750	15.548905	0
6.539734	5.693429	1
16.442679	17.343329	0
0.118410	2.308556	2
8.135988	8.811991	1
8.207800	7.474588	1
2.002394	2.746189	2
0.469463	-0.657455	2
17.408466	19.241969	0
1.427883	3.254231	2
8.605789	9.353604	1
16.192950	16.028726	0
16.331763	18.384707	0
0.062788	1.006092	2
7.206008	6.757069	1
15.489374	17.620218	0
6.758032	6.635840	1
9.937174	8.952917	1
7.259537	8.286127	1
-0.034392	-0.848817	2
16.856581	18.666792	0
8.014322	8.500663	1
-0.664874	-0.057719	2
-0.742373	0.156212	2
8.817550	8.013220	1
0.923420	0.059095	2
16.158058	15.767387	0
0.675187	0.017119	2
8.590124	8.908616	1
7.771241	8.424225	1
16.159502	16.608349	0
8.682977	9.643952	1
-1.586014	-2.567164	2
14.420110	13.900582	0
6.896212	6.443126	1
15.874669	15.300640	0
8.037134	7.787139	1
0.205015	1.378207	2
18.004839	16.961781	0
-0.675443	-0.102436	2
8.902851	9.214768	1
-0.542511	0.077423	2
15.238005	16.251052	0
8.406904	7.839971	1
14.118730	14.193040	0
17.033175	17.692764	0
0.627192	-0.423493	2
7.714646	7.940669	1
1.860430	2.144488	2
14.678811	14.423673	0
7.136503	7.740257	1
-1.671666	-1.655582	2
7.736952	7.964031	1
7.274179	5.943760	1
9.224360	8.961799	1
8.350534	9.470178	1
-0.066253	-1.249756	2
-1.103164	0.334501	2
-0.750088	-0.274012	2
0.681252	1.354356	2
16.715407	14.699726	0
16.562758	14.989743	0
16.909723	16.124856	0
16.491996	16.210938	0
6.879201	6.849583	1
15.218594	14.522109	0
16.687214	15.821734	0
8.399311	8.477801	1
-0.099936	-0.595978	2
8.713450	6.831469	1
0.737203	1.992459	2
8.722940	8.878408	1
18.167529	19.735217	0
-0.051602	-1.511533	2
17.347327	18.485940	0
8.279640	7.996674	1
16.403241	14.759773	0
-1.267303	-1.296396	2
-1.213455	-0.507743	2
-2.093910	-1.561491	2
10.216832	8.643587	1
16.413745	16.219910	0
9.799838	10.314494	1
1.331741	1.114838	2
17.029424	17.423743	0
16.896608	17.828760	0
8.876913	9.107984	1
-1.020779	-0.211255	2
8.166674	7.568364	1
16.569463	16.138985	0
-0.317817	-1.254197	2
7.557436	7.822124	1
-0.901536	-1.290559	2
14.533549	15.029227	0
0.062118	1.699949	2
10.190486	10.707090	1
-0.678816	-2.823852	2
16.337604	16.226230	0
1.054648	0.487981	2
7.646748	7.111359	1
2.391553	0.481780	2
17.049954	19.485419	0
15.099862	14.518781	0
17.250228	18.270066	0
0.230719	2.547349	2
15.695731	16.559770	0
6.228871	6.576174	1
0.157994	1.288900	2
0.329509	1.290692	2
-0.464183	-2.332814	2
1.030156	0.237481	2
7.944958	8.584712	1
16.312430	17.913243	0
7.701236	9.151411	1
14.541341	14.603425	0
9.503477	7.865122	1
8.897778	9.007796	1
0.002874	1.143254	2
-0.746013	-1.849337	2
15.543871	17.531551	0
15.591868	15.002918	0
16.962211	17.959015	0
7.951879	8.013978	1
14.855122	14.329584	0
-1.579855	-1.935233	2
15.170863	16.810213	0
-0.208905	0.329218	2
9.173405	8.554917	1
-1.088191	-0.421936	2
16.773391	16.609934	0
0.009601	0.490031	2
18.652253	20.022202	0
14.842550	15.029280	0
6.436329	5.488214	1
8.746422	9.374266	1
16.134187	17.896076	0
8.606513	6.934926	1
16.054508	15.997395	0
0.178445	0.277757	2
1.779469	1.737000	2
0.141893	-0.304797	2
8.661494	8.342329	1
-0.154886	-0.379470	2
-0.034198	0.957233	2
8.716917	9.676763	1
7.672174	7.648362	1
-0.120296	-1.561276	2
15.973779	17.147309	0
6.847696	7.389786	1
-0.847443	0.994245	2
16.584147	16.559702	0
15.377033	14.641199	0
-2.889709	-3.200637	2
9.154753	9.069845	1
16.188294	16.704226	0
15.177068	13.264695	0
8.511886	8.089867	1
5.907708	7.245957	1
10.213652	11.233913	1
9.290730	9.811722	1
8.194335	7.631374	1
7.777166	6.412673	1
7.392969	7.851791	1
15.673402	14.704283	0
1.120384	1.515200	2
15.432276	15.520547	0
8.438125	7.635255	1
-0.484473	0.290798	2
16.154566	15.696979	0
1.572746	2.165525	2
16.089005	15.803276	0
8.938278	9.720059	1
16.310948	16.742734	0
8.438939	8.217770	1
0.550784	2.354370	2
15.077924	14.578499	0
16.301774	16.199339	0
8.692575	9.053387	1
6.900045	9.049208	1
0.320502	1.736260	2
16.288767	16.294595	0
17.009754	17.086549	0
6.702249	7.395019	1
7.577049	7.828333	1
15.312238	14.960757	0
7.486999	6.529309	1
8.136890	8.088370	1
17.305090	18.227792	0
15.564536	15.479009	0
0.876432	-1.795752	2
-0.262850	-1.871174	2
7.460648	8.136610	1
-0.047270	0.636923	2
8.168823	8.270233	1
9.912308	8.830060	1
18.137235	16.227821	0
0.410695	-0.607138	2
6.432760	5.455386	1
7.915103	7.649467	1
9.000843	8.638164	1
15.212244	15.304766	0
0.953709	2.439577	2
-1.475126	-0.261929	2
16.419638	16.855988	0
-1.002128	-1.095832	2
17.192479	17.947459	0
0.188307	0.636296	2
-0.997725	-0.622858	2
15.335583	15.381608	0
6.770303	7.376811	1
8.327434	8.787053	1
6.770193	6.211378	1
15.237161	15.220810	0
1.086846	0.975173	2
8.531158	10.355480	1
14.896406	14.610996	0
7.973205	8.703128	1
17.076488	17.699859	0
17.071993	18.346136	0
15.299381	16.392084	0
-0.067090	-1.054776	2
8.056724	8.138895	1
-0.601156	-2.169241	2
17.034631	17.462574	0
16.713665	15.809618	0
8.281016	8.996009	1
-0.574459	-2.141977	2
16.107028	15.037995	0
1.006626	1.451439	2
16.559995	18.081753	0
8.056706	8.066838	1
0.225294	-1.000140	2
16.370257	17.418326	0
0.254545	-1.435073	2
-0.182586	-0.626808	2
0.530302	-0.332228	2
1.243550	1.171810	2
-0.828703	1.128172	2
-0.219433	-0.621248	2
15.635268	16.504975	0
16.950901	17.097157	0
-0.287826	-0.534348	2
7.570860	6.702408	1
17.626105	19.854717	0
-1.264191	-0.805963	2
-1.199195	-1.148012	2
-3.102210	-2.194836	2
0.335875	1.337979	2
-0.719971	-2.810583	2
0.667341	-0.443785	2
7.158512	7.824536	1
7.844564	7.902601	1
7.483353	6.189951	1
16.957956	16.753939	0
14.750699	12.807096	0
17.145429	18.961660	0
16.352133	15.699074	0
0.744331	0.192187	2
0.689200	1.983298	2
15.712068	17.399842	0
17.993663	19.426271	0
15.449091	15.774240	0
-1.079554	-3.126810	2
0.291514	1.209876	2
7.576248	8.513724	1
8.419325	8.801659	1
16.506674	14.774691	0
0.146708	0.958535	2
-0.817602	-1.246309	2
9.524384	10.046763	1
14.263209	13.841996	0
8.981153	10.823508	1
7.133642	6.567653	1
-0.600118	-0.283024	2
15.752411	16.270382	0
6.401824	6.759290	1
9.160853	10.261155	1
-0.003264	1.709900	2
7.891805	8.715732	1
15.208477	14.017612	0
8.415308	8.443665	1
-0.938359	-0.936363	2
8.803011	7.712953	1
1.077410	2.250554	2
6.799047	6.547898	1
16.343831	16.864460	0
15.172663	14.252155	0
7.790944	7.704721	1
6.982399	7.017692	1
7.663835	8.572941	1
14.611023	13.477267	0
8.650890	6.390670	1
8.459314	8.155406	1
15.638499	16.413826	0
1.468215	2.819724	2
17.662928	16.725241	0
9.076827	8.724233	1
16.748717	15.924814	0
17.406339	17.489967	0
7.163294	7.471018	1
-1.431743	-2.351458	2
7.407561	5.913816	1
-1.170658	-2.584751	2
-1.549613	-1.159335	2
16.143701	14.754626	0
0.953831	1.193002	2
0.257668	-0.014658	2
9.660273	9.879778	1
15.420660	14.187484	0
7.868347	7.695226	1
15.200167	15.517075	0
-0.520648	-0.318779	2
0.428509	0.142178	2
13.587199	12.800175	0
17.388949	19.502244	0
1.187336	2.019341	2
15.150342	18.379455	0
-0.110986	-0.396054	2
-1.155748	-2.329971	2
7.809799	8.260448	1
16.287445	17.105865	0
7.359164	7.450159	1
15.760444	15.290093	0
0.129038	-0.864846	2
16.510357	16.127218	0
-1.565240	-0.136772	2
7.902270	9.192606	1
0.904106	0.520050	2
15.824559	16.841195	0
8.198484	7.090036	1
0.779173	-0.668983	2
7.686767	8.583017	1
15.955001	17.002635	0
-0.175413	0.412915	2
